name,categoryName,description,packSize,price,mrp,stock,imagePath,image
Fortune Cumin Powder,Masala & Spices,Fortune Cumin Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,334,384,118,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/fortune_cumin_powder.png,mkGold/products/default.png
Dabur Garam Masala,Masala & Spices,Dabur Garam Masala is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,326,361,422,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dabur_garam_masala.png,mkGold/products/default.png
ITC Garam Masala,Masala & Spices,ITC Garam Masala is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,340,407,79,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/itc_garam_masala.png,mkGold/products/default.png
Organic India Garam Masala,Masala & Spices,Organic India Garam Masala is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,70,388,45,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/organic_india_garam_masala.png,mkGold/products/default.png
24 Mantra Garam Masala,Masala & Spices,24 Mantra Garam Masala is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,320,418,41,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/24_mantra_garam_masala.png,mkGold/products/default.png
Saffola Garam Masala,Masala & Spices,Saffola Garam Masala is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,268,413,476,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/saffola_garam_masala.png,mkGold/products/default.png
Jersey Garam Masala,Masala & Spices,Jersey Garam Masala is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,201,421,482,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/jersey_garam_masala.png,mkGold/products/default.png
Heritage Garam Masala,Masala & Spices,Heritage Garam Masala is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,148,412,282,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/heritage_garam_masala.png,mkGold/products/default.png
Amul Garam Masala,Masala & Spices,Amul Garam Masala is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,59,377,432,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/amul_garam_masala.png,mkGold/products/default.png
Country Delight Pepper Powder,Masala & Spices,Country Delight Pepper Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,131,424,266,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/country_delight_pepper_powder.png,mkGold/products/pepper.png
Nandini Pepper Powder,Masala & Spices,Nandini Pepper Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,158,366,104,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/nandini_pepper_powder.png,mkGold/products/pepper.png
Gemini Pepper Powder,Masala & Spices,Gemini Pepper Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,228,407,93,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/gemini_pepper_powder.png,mkGold/products/pepper.png
Dabur Pepper Powder,Masala & Spices,Dabur Pepper Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,158,446,68,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dabur_pepper_powder.png,mkGold/products/pepper.png
Saffola Pepper Powder,Masala & Spices,Saffola Pepper Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,200,367,228,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/saffola_pepper_powder.png,mkGold/products/pepper.png
Tata Pepper Powder,Masala & Spices,Tata Pepper Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,219,402,432,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/tata_pepper_powder.png,mkGold/products/pepper.png
Paper Boat Pepper Powder,Masala & Spices,Paper Boat Pepper Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,132,414,136,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/paper_boat_pepper_powder.png,mkGold/products/pepper.png
Jersey Pepper Powder,Masala & Spices,Jersey Pepper Powder is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,259,386,306,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/jersey_pepper_powder.png,mkGold/products/pepper.png
HUL Mustard Seeds,Masala & Spices,HUL Mustard Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,120,396,345,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/hul_mustard_seeds.png,mkGold/products/default.png
ITC Mustard Seeds,Masala & Spices,ITC Mustard Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,312,427,415,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/itc_mustard_seeds.png,mkGold/products/default.png
Paper Boat Mustard Seeds,Masala & Spices,Paper Boat Mustard Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,315,366,357,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/paper_boat_mustard_seeds.png,mkGold/products/default.png
24 Mantra Mustard Seeds,Masala & Spices,24 Mantra Mustard Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,177,442,369,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/24_mantra_mustard_seeds.png,mkGold/products/default.png
Fortune Mustard Seeds,Masala & Spices,Fortune Mustard Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,243,446,367,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/fortune_mustard_seeds.png,mkGold/products/default.png
Dabur Mustard Seeds,Masala & Spices,Dabur Mustard Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,192,411,168,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/dabur_mustard_seeds.png,mkGold/products/default.png
Patanjali Mustard Seeds,Masala & Spices,Patanjali Mustard Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,214,389,64,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/patanjali_mustard_seeds.png,mkGold/products/default.png
Jersey Mustard Seeds,Masala & Spices,Jersey Mustard Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,155,400,211,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/jersey_mustard_seeds.png,mkGold/products/default.png
Nandini Cumin Seeds,Masala & Spices,Nandini Cumin Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,334,387,427,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/nandini_cumin_seeds.png,mkGold/products/default.png
Saffola Cumin Seeds,Masala & Spices,Saffola Cumin Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,325,403,138,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/saffola_cumin_seeds.png,mkGold/products/default.png
Heritage Cumin Seeds,Masala & Spices,Heritage Cumin Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,229,444,367,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/heritage_cumin_seeds.png,mkGold/products/default.png
Country Delight Cumin Seeds,Masala & Spices,Country Delight Cumin Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,119,408,241,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/country_delight_cumin_seeds.png,mkGold/products/default.png
Jersey Cumin Seeds,Masala & Spices,Jersey Cumin Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,139,415,368,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/jersey_cumin_seeds.png,mkGold/products/default.png
Tata Cumin Seeds,Masala & Spices,Tata Cumin Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,268,384,325,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/tata_cumin_seeds.png,mkGold/products/default.png
Patanjali Cumin Seeds,Masala & Spices,Patanjali Cumin Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,212,450,485,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/patanjali_cumin_seeds.png,mkGold/products/default.png
Amul Cumin Seeds,Masala & Spices,Amul Cumin Seeds is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,347,433,299,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/masala_spices/amul_cumin_seeds.png,mkGold/products/default.png
